시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,거래유형
강원도 속초시 동명동,596,596,0,e편한세상영랑호,74.6496,202209,15,30000 ,3,2017,번영로129번길 22,직거래
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,202209,20,19000 ,9,1990,영랑로4길 10,중개거래
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,84.495,202209,23,15600 ,5,1990,영랑로4길 10,중개거래
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,202209,26,14500 ,4,1990,영랑로4길 10,중개거래
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,202209,29,28500 ,3,2009,온정로1길 11-8,중개거래
강원도 속초시 조양동,579,579,0,대명타워,59.93,202209,25,14600 ,13,1996,청대로232번길 15-19,중개거래
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,202209,15,14000 ,4,1998,조양로142번길 6,중개거래
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202209,9,18000 ,2,1996,소평로 162,중개거래
강원도 속초시 조양동,1499,1499,0,부영3,166.535,202209,17,38000 ,4,1996,소평로 162,중개거래
강원도 속초시 조양동,1499,1499,0,부영3,166.535,202209,17,38000 ,4,1996,소평로 162,중개거래
강원도 속초시 조양동,1499,1499,0,부영3,133.835,202209,30,31000 ,4,1996,소평로 162,중개거래
강원도 속초시 조양동,1501,1501,0,부영5,50,202209,13,16800 ,15,1995,청대로204번길 40,중개거래
강원도 속초시 조양동,1501,1501,0,부영5,50,202209,17,15400 ,13,1995,청대로204번길 40,중개거래
강원도 속초시 조양동,1501,1501,0,부영5,60,202209,20,19000 ,8,1995,청대로204번길 40,중개거래
강원도 속초시 조양동,1501,1501,0,부영5,50,202209,23,16400 ,12,1995,청대로204번길 40,중개거래
강원도 속초시 조양동,1502,1502,0,부영6,50,202209,2,14500 ,5,1995,조양로 163,중개거래
강원도 속초시 조양동,1502,1502,0,부영6,40,202209,8,12000 ,9,1995,조양로 163,중개거래
강원도 속초시 조양동,1502,1502,0,부영6,50,202209,8,16400 ,13,1995,조양로 163,중개거래
강원도 속초시 조양동,1505,1505,0,부영9,60,202209,20,16000 ,4,1995,조양로142번길 13,중개거래
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202209,16,16700 ,17,2001,청대로 22-7,중개거래
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202209,27,13500 ,11,2001,청대로 22-7,중개거래
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202209,28,15000 ,2,2001,청대로 8,중개거래
강원도 속초시 조양동,1572,1572,0,속초KCC스위첸,74.5213,202209,7,38300 ,2,2019,청대로 40,중개거래
강원도 속초시 조양동,1572,1572,0,속초KCC스위첸,59.9027,202209,20,32000 ,15,2019,청대로 40,중개거래
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,84.91,202209,14,31600 ,10,2020,동해대로 3958,직거래
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202209,27,17800 ,4,1998,온정로 6,중개거래
강원도 속초시 조양동,1215-1,1215,1,조양주공2,39.74,202209,27,11400 ,13,1998,온정로 24,중개거래
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,84.98,202209,9,42000 ,11,2019,청대로 210,중개거래
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,74.99,202209,16,37500 ,2,2019,청대로 210,중개거래
강원도 양구군 양구읍 상리,510,510,0,경림,37.755,202209,7,7400 ,7,1998,양록길23번길 11,중개거래
강원도 양구군 양구읍 상리,559,559,0,포미재,66.5198,202209,1,14500 ,13,2004,관공서로16번길 15,직거래
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202209,2,16500 ,3,2010,박수근로313번길 17,직거래
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,84.9,202209,2,17000 ,7,2010,박수근로313번길 17,직거래
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202209,2,16500 ,10,2010,박수근로313번길 17,직거래
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,84.9,202209,3,20000 ,7,2010,박수근로313번길 17,직거래
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202209,27,17000 ,10,2010,박수근로313번길 17,직거래
강원도 양구군 양구읍 중리,1월 5일,1,5,일립그린,59.67,202209,19,8500 ,4,1995,관공서로16번길 5-9,중개거래
강원도 양양군 손양면 하왕도리,303,303,0,삼호,39.6,202209,9,7400 ,6,1998,손중로 211-8,중개거래
강원도 양양군 손양면 하왕도리,303,303,0,삼호,49.14,202209,13,9000 ,2,1998,손중로 211-8,중개거래
강원도 양양군 손양면 하왕도리,303,303,0,삼호,39.6,202209,30,7500 ,5,1998,손중로 211-8,중개거래
강원도 양양군 양양읍 거마리,1월 31일,31,1,설악실크벨리,25.45,202209,18,3850 ,7,1998,거마천로 300,직거래
강원도 양양군 양양읍 구교리,67,67,0,태산2차,40.41,202209,6,6700 ,2,1997,북문길 22-18,중개거래
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,84.9782,202209,8,36000 ,5,2020,한고개길 31-46,중개거래
강원도 양양군 양양읍 서문리,419,419,0,양양코아루,73.8029,202209,2,24300 ,17,2016,임천1길 26-3,중개거래
강원도 양양군 양양읍 서문리,419,419,0,양양코아루,73.8029,202209,13,22000 ,3,2016,임천1길 26-3,중개거래
강원도 양양군 양양읍 연창리,358,358,0,양우내안애,83.9688,202209,19,27000 ,5,2018,미륵길 40,중개거래
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202209,7,6000 ,9,2002,남대천로 99-14,중개거래
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,202209,16,16300 ,9,2002,남대천로 99-14,중개거래
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,202209,16,16200 ,9,2002,남대천로 99-14,중개거래
강원도 양양군 양양읍 청곡리,17,17,0,유화,41.57,202209,27,9400 ,9,1995,청곡길 12,중개거래
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,58.32,202209,16,15500 ,5,1998,동해대로 611-7,직거래
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,38.88,202209,26,11000 ,9,1998,동해대로 611-7,직거래
강원도 영월군 영월읍 덕포리,797,797,0,영월덕포리코아루웰라움,69.7641,202209,6,19300 ,11,2018,덕포하리2길 70,중개거래
강원도 영월군 영월읍 덕포리,797,797,0,영월덕포리코아루웰라움,69.7641,202209,26,18800 ,4,2018,덕포하리2길 70,중개거래
강원도 영월군 영월읍 방절리,482-1,482,1,신아,39.9,202209,5,3200 ,14,1997,청령포로 213,중개거래
강원도 영월군 영월읍 영흥리,1049-16,1049,16,삼호,44.67,202209,29,3250 ,5,1990,단종로 88,중개거래
강원도 영월군 영월읍 영흥리,931,931,0,영월LH천년나무,59.94,202209,16,17000 ,3,2016,제방안길 16,중개거래
강원도 영월군 영월읍 영흥리,1137,1137,0,영월코아루에듀타운,69.4673,202209,2,20000 ,17,2021,봉래산로 114,중개거래
강원도 영월군 영월읍 영흥리,1137,1137,0,영월코아루에듀타운,69.4673,202209,5,20000 ,17,2021,봉래산로 114,중개거래
강원도 영월군 영월읍 하송리,11월 1일,11,1,영월맨션,52.95,202209,20,4200 ,3,1986,하송안길 89,직거래
강원도 영월군 영월읍 하송리,11월 1일,11,1,영월맨션,52.95,202209,21,3000 ,5,1986,하송안길 89,직거래
강원도 영월군 영월읍 하송리,389,389,0,주공2,39.99,202209,30,5800 ,2,1992,하송로 103-4,중개거래
강원도 영월군 영월읍 하송리,403,403,0,주공3,49.96,202209,18,7800 ,15,1998,하송로 123-4,중개거래
강원도 영월군 영월읍 하송리,403,403,0,주공3,49.96,202209,28,8350 ,9,1998,하송로 123-4,중개거래
강원도 영월군 영월읍 하송리,394,394,0,주공4,59.8,202209,3,11200 ,8,1999,하송로 123-7,중개거래
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,59.808,202209,6,22700 ,3,2006,서원대로 389,중개거래
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.98,202209,6,25000 ,14,2006,서원대로 389,직거래
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.77,202209,7,27800 ,11,2006,서원대로 389,중개거래
강원도 원주시 개운동,118-26,118,26,덕산,75.947,202209,17,11000 ,8,1992,치악로 1777,중개거래
강원도 원주시 개운동,546-3,546,3,서초,39.265,202209,2,5200 ,2,1999,개운4길 75,중개거래
강원도 원주시 개운동,546-3,546,3,서초,46.915,202209,26,6500 ,1,1999,개운4길 75,중개거래
강원도 원주시 개운동,546-3,546,3,서초,59.755,202209,26,7500 ,6,1999,개운4길 75,중개거래
강원도 원주시 개운동,581-1,581,1,원주개운휴먼시아1단지,84.9,202209,7,27500 ,17,2010,개운로 30,중개거래
강원도 원주시 개운동,581-1,581,1,원주개운휴먼시아1단지,46.96,202209,19,15500 ,7,2010,개운로 30,직거래
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202209,1,12800 ,3,2001,시청로 524,중개거래
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202209,1,11800 ,6,2001,시청로 524,중개거래
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202209,3,11800 ,1,2002,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202209,3,13200 ,8,2002,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202209,6,12700 ,9,2002,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202209,17,14500 ,4,2002,나비허리길 188,중개거래
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,202209,23,21000 ,3,2005,시청로 496,중개거래
강원도 원주시 단계동,807,807,0,단계롯데,84.91,202209,15,16500 ,5,1993,백간길 53,중개거래
강원도 원주시 단계동,807,807,0,단계롯데,76.54,202209,16,16000 ,2,1993,백간길 53,중개거래
강원도 원주시 단계동,807,807,0,단계롯데,76.54,202209,22,16000 ,4,1993,백간길 53,중개거래
강원도 원주시 단계동,807,807,0,단계롯데,84.91,202209,27,17100 ,8,1993,백간길 53,중개거래
강원도 원주시 단계동,808,808,0,단계삼익,84.75,202209,5,22000 ,10,1993,봉화로 74,중개거래
강원도 원주시 단계동,111-47,111,47,동보렉스4,49.58,202209,6,6800 ,8,1991,원문로 160,중개거래
강원도 원주시 단계동,111-47,111,47,동보렉스4,73,202209,16,10000 ,15,1991,원문로 160,중개거래
강원도 원주시 단계동,111-47,111,47,동보렉스4,49.58,202209,16,7000 ,3,1991,원문로 160,중개거래
강원도 원주시 단계동,111-47,111,47,동보렉스4,49.58,202209,27,7400 ,5,1991,원문로 160,중개거래
강원도 원주시 단계동,808-1,808,1,라이프타운,101.67,202209,20,22500 ,11,1993,백간길 72,중개거래
강원도 원주시 단계동,809,809,0,벽산,95.27,202209,17,20500 ,13,1993,백간길 80,중개거래
강원도 원주시 단계동,809,809,0,벽산,95.27,202209,20,20000 ,10,1993,백간길 80,중개거래
강원도 원주시 단계동,1095-1,1095,1,봉화산e-편한세상,84.97,202209,24,31000 ,10,2006,봉화로 67,중개거래
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,59.9031,202209,13,26500 ,14,2016,백간길 17,중개거래
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202209,15,9500 ,15,1996,백간길 63,중개거래
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202209,15,9500 ,6,1996,백간길 63,중개거래
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202209,28,7500 ,1,1996,백간길 63,직거래
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,84.9911,202209,8,37200 ,23,2018,백간길 17-14,중개거래
강원도 원주시 단계동,1221,1221,0,원주봉화산벨라시티3차아파트,59.9055,202209,19,27000 ,18,2020,서원대로 35,중개거래
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,60.8496,202209,7,29500 ,11,2017,봉화서부로 11,중개거래
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,84.8617,202209,16,37000 ,26,2017,봉화서부로 11,중개거래
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,84.8617,202209,22,39500 ,11,2017,봉화서부로 11,중개거래
강원도 원주시 단계동,880,880,0,코오롱,59.73,202209,14,16700 ,3,1994,로아노크로 15,중개거래
강원도 원주시 단계동,507,507,0,현대3차,84.93,202209,12,17700 ,2,1992,원문로 176,중개거래
강원도 원주시 단계동,507,507,0,현대3차,132.725,202209,19,22000 ,8,1992,원문로 176,중개거래
강원도 원주시 단계동,806-1,806,1,현진,84.74,202209,15,19300 ,7,1993,봉화로 122,중개거래
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,59.808,202209,17,21000 ,16,2006,서원대로 427,중개거래
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,59.808,202209,20,21700 ,20,2006,서원대로 427,중개거래
강원도 원주시 단구동,1589-1,1589,1,구곡2현대,84.99,202209,19,18300 ,9,1998,늘품로 16,중개거래
강원도 원주시 단구동,1451,1451,0,단구동한신더휴,84.9035,202209,25,38200 ,15,2017,단구로 250,중개거래
강원도 원주시 단구동,1451,1451,0,단구동한신더휴,74.9321,202209,29,32000 ,15,2017,단구로 250,중개거래
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,202209,17,15000 ,11,1997,남원로 524,중개거래
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,202209,26,17000 ,7,1997,남원로 524,중개거래
강원도 원주시 단구동,1467,1467,0,대흥,59.99,202209,3,12200 ,6,1994,단구초교길 11,중개거래
강원도 원주시 단구동,1467,1467,0,대흥,71.58,202209,15,11500 ,8,1994,단구초교길 11,중개거래
강원도 원주시 단구동,1026-26,1026,26,동보노빌리티타워골드,119.93,202209,3,30500 ,9,2009,서원대로 434,중개거래
강원도 원주시 단구동,1520,1520,0,두산,101.97,202209,16,19100 ,9,1997,남원로 496,중개거래
강원도 원주시 단구동,1520,1520,0,두산,134.97,202209,20,23700 ,6,1997,남원로 496,중개거래
강원도 원주시 단구동,1589-4,1589,4,성일,55.585,202209,8,14900 ,6,1998,단구로 418,중개거래
강원도 원주시 단구동,1589-4,1589,4,성일,38.685,202209,15,9300 ,6,1998,단구로 418,중개거래
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,202209,4,22000 ,9,2005,단구로 424,중개거래
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,202209,23,21400 ,12,2005,단구로 424,중개거래
강원도 원주시 단구동,1604-1,1604,1,신성미소지움,84.656,202209,3,23100 ,13,2006,나비허리길 57,중개거래
강원도 원주시 단구동,1604-1,1604,1,신성미소지움,84.656,202209,5,21500 ,4,2006,나비허리길 57,중개거래
강원도 원주시 단구동,1604-1,1604,1,신성미소지움,84.974,202209,22,20700 ,1,2006,나비허리길 57,중개거래
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9024,202209,2,34800 ,14,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9024,202209,4,35500 ,11,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202209,15,29900 ,3,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202209,15,31000 ,14,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202209,17,33500 ,5,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202209,27,31900 ,3,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1711,1711,0,원주단구내안애카운티에듀파크2단지,84.9317,202209,1,35000 ,19,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1711,1711,0,원주단구내안애카운티에듀파크2단지,84.9024,202209,17,36000 ,20,2020,오성마을길 63-1,중개거래
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,202209,24,22900 ,12,2003,강변로 119,중개거래
강원도 원주시 단구동,1589-2,1589,2,청솔1차(1589-2),58.65,202209,5,10900 ,2,2000,늘품로 6,중개거래
강원도 원주시 단구동,1589-2,1589,2,청솔1차(1589-2),58.65,202209,16,11350 ,14,2000,늘품로 6,중개거래
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202209,13,11000 ,14,2000,단구로 408,중개거래
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202209,13,12500 ,11,2000,단구로 408,중개거래
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202209,16,11500 ,5,2000,단구로 408,중개거래
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202209,3,13200 ,11,2001,단구로 416,중개거래
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202209,7,12100 ,14,2001,단구로 416,중개거래
강원도 원주시 단구동,1517-3,1517,3,청솔7차,59.85,202209,15,13500 ,5,2002,남원로 494,중개거래
강원도 원주시 단구동,1612,1612,0,현진에버빌,84.886,202209,7,25000 ,10,2001,나비허리길 22,중개거래
강원도 원주시 단구동,1612,1612,0,현진에버빌,74.76,202209,8,22800 ,9,2001,나비허리길 22,중개거래
강원도 원주시 단구동,1612,1612,0,현진에버빌,74.76,202209,14,21000 ,5,2001,나비허리길 22,중개거래
강원도 원주시 단구동,1612,1612,0,현진에버빌,84.886,202209,18,23100 ,6,2001,나비허리길 22,중개거래
강원도 원주시 단구동,1612,1612,0,현진에버빌,74.76,202209,26,23700 ,11,2001,나비허리길 22,중개거래
강원도 원주시 명륜동,847-1,847,1,구곡청구1단지,101.6,202209,7,25800 ,15,1997,남원로469번길 81,중개거래
강원도 원주시 명륜동,847-1,847,1,구곡청구1단지,101.6,202209,17,20500 ,1,1997,남원로469번길 81,중개거래
강원도 원주시 명륜동,376,376,0,단구1단지,47.01,202209,1,16000 ,5,1988,남원로527번길 61,중개거래
강원도 원주시 명륜동,480,480,0,단구2단지,46.68,202209,17,13500 ,1,1990,남원로527번길 23,중개거래
강원도 원주시 명륜동,124,124,0,대성현대,84.915,202209,18,13600 ,15,1991,향교길 53,중개거래
